essay_id_comp,full_text,gender,holistic_essay_score,holistic_essay_score_3cat
72507ADE3130,"I against to use technology to reed faces because some times our expressions do not mean that a computer now how we fell.

This told us how this program is created, when a computer create a 3-D, computer model of the face: all the 44 muscles in the model moust move like a human muscles.

So this tell us that the compuner do not now how exactly how we feels in that moment because, the program only recognyse the muscles of the face. So this is a not a good option to used in a clasroom because if you fells happy, or sad, the teacher can ask you if yor are mad because acording with the computer you are.

Or your friends see the program that says you are happy, but yourself is sad, your friend will be start to joke with you and, you do not liked, maybe they will be have problems.

Is not possible that a computer can tell us how we fell.   ",M,2,1
909B434855C6,"Being able to calculate if someone is happy or sad is not valuable. People themselve should be able to tell if someone is happy or sad even if they are covering it up. Dr. Eckman is able to detect if someone is happy or sad without FACS ( Facial Action Coding System). You can detect someone's emotions by the way they are acting.

Even without the new technology that the doctors invented to detect your emotions people should be able to tell if someone if happy, sad, etc. People should be able to tell if they are sad when they arent talking as much as they used to or mad when they have a bad attitude. They could tell when their happy when they are acting normal and laughing at jokes. Also your mostly with the people that you know the best so you should be able to tell their emotions.

Dr. Paul Eckman, the creator of FACS, is able to detect someones emotions without his new system. If Dr. Eckman could teach people how to detect someone's emotions then it would spread across the world then nobody would need the new system. When Dr. Eckman told us to look in the mirror and do the three steps he provided he was teaching us how to detect if someone is happy. Dr. Eckman created something that could be easily taught to people around the world. If people are able to be taught what FACS could do then therefor you do not need FACS.

Many people all around the world mostly are only with people that they really know personally. You should be able to detect how someone close to you is feeling be how they are acting. If they are not acting normal they obviously something is wrong, so now you need to find out what is wrong. They could detect if they are sad if they are not talking a lot and moslty just sitting around. If they are mad you could just look at their facial expressions when you tell them something and be able to tell if they are mad. So you should easily be able to detect the mood of somebody be the way they are acting.

The FACS that Dr. Eckman created is most likely expesive to make and install, also could talk alot of time. So if he would just teach people how to detect peoples different emotions by their facial expressions they he could be saving a lot of time and money. Once Dr. Eckman has taught people then people will then begin to teach other people, which then would lead to nobody needing the FACS.           ",M,4,2
55073BB23596,"In the article "" Making Mona Lisa Smile, "" the author describes how a new technology called Facail Action Coding System enables computers to identify human emotions. I believe the Facail Action Coding System can greatly help a classroom. This type of technology can really improve the students' education. It can also help the teacher in some certain ways. This technology could also change our future in teaching.

First, this Facail Action Coding System can greatly help a students' education by knowing their emotions. As the article said, ""A classroom computer could recognize when a student is becoming confused or bored"". This is helpful, becasue the teacher now knows what student is confused or bored. By the teacher knowing, he or she would be able to asist the student. This would benefit the student.

Second of all, the Facail Action Coding System can really benefit a teacher. It can benefit a teacher, becasue the teacher would be able to know who is bored or confused. For example, if the teacher knows that most of the class is bored. Then the teacher can modify the lesson, to make it more effective. This is why I think it can greatly help the teacher.

Finally, I really believe this kind of technology can change the way the schools teach. If people start puting Facail Action Codying Systems in schools, and they see improvment in grades for students. It will spark other ideas for these types of technogy. Like what the article siad for the Facail Action Coding System,""Then it could modify the lesson, like an effective human instructor."" This is how schools could change in the future and help the students' education improve by a lot.

I really believe that the Facail Action Coding System can greatly help the students. This could also be helpful for students who are to shy to rasie their hand when they are confused. That's why I believe that the Facail Action Coding System can really help students. What do you think? Do you think the Facail Action Coding System is valuable in a classroom?     ",M,4,2
3206B93DCCE4,"Making Mona Lisa Smile

In the article "" Making Mona Lisa Smile,"" the author describes how a new technology called the Facial Action Coding System enables computers to identify human emotions ""The process begins when the computer constructs a 3-D computer model of the face; all 44 major muscles in the model must move like human muscles. Movement of one or more muscl is called an ""action unit."" Then Dr. Huang relies on the work of psycologist, such as Dr. Paul Eckman, creator of FACS ( Facial Action Coding System ). Eckman has classified six basic emotions---happiness, surprise, anger, disgust, fear, and sadness-- and then associated each with characteristic movements of the facial muscles. ''

"" A classroom computer could recognize when a student is becoming confused or bored,"" Dr. Huang predicts. "" Then it could modify the lesson, like an effective human instructor"" The same technology can make computer-animated faces more expenssive--- for video games or surgery. The Facial Action Coding System is a great help because then we can determine is some one is happy or sad , depending on face expression that they make in the picture according to the computer.

The Facial Action Coding System does calculate a little bit of the persons emotions depending on your facial expression. It even shows how you can try this at home. According to the Facial Feedback Theory of Emotion, moving your facial muscles not only expresses emotions, but also may even help produce them. They detect the muscle "" orbicularis oculi pars palpabraeus ''                                 ",F,1,1
4A5297AE5BB8,"You are smile, but you only 80 percent happy, 15 percent board and 5 percent angry. Do you now how can i calculate you emotions? I use the some new computer software that can recognize emotions. that sounds really cool. and i think that technology to read the emotional expressions of students in a claaroom is valuable.

If a classroom computer could recognize students emotional. That will be really helpful for the class and for the student and teacher. Becasue if when student use the computer play video games or watch the video, the computer recongnize they are doing that, so that computer will tell the teacher, and the teacher will coming to stop what are you doing now, and then you will listen the class careful.

And if you during the class you becoming bored, the computer recongize that and will tell teacher that and if a lot of student being bored, the teacher will try to know why lot of student in his class is bored and the teacher will change that, make the class more fun for the student, that is a really good things for the student. When you during the class you fell something not understand,the computer will recognize that and tell the teacher, the teacher will coming to help you let you understand that, that software is reallt helpful during the class.

That is a really good software for the class room that is very useful. so that technology to read the emotioal expressions of students in a classroom is valuable.",M,3,2
6CF5078A14F4,"I think the Facial Coding System is valuable for students in a classroom because then it could recognize students emotions. ""A classroom computer could recognize when a student is becoming confused or bored"" Dr. Huang predicts. Then it could modify the lesson, like an effective human instructor."" Most human communication is nonverbal, including emotional communication, "" notes Dr. Huang.""

The Facial Coding System is a 3-D computer model of the face. Eckmen, the creator of the Facing Coding System, classifies six basic emotions including, happiness, surprise, anger, disgust, fear, and saddness. Then, he associates them with characterisric movements of the facial muscles. For example, your frontalis pars lateralis muscle raises your eyebrows when you're surprised; your orbicularis oris tightens your lips to show anger.

""The facial expressions for each emotion are universal, observes Dr. Huang, even though individuals often show varying degress of expression"" (like not smiling as broadly). The new emotion-recognition software tracks these facial movements-in a real face or in a painted face of Mona Lisa. The software can even identify mixed emotions.

This helps to know how students are feeling.                  ",F,2,1
C035045D2327,"I do not think that the Facial Action Coding System is valuable when using it to read students' emotions. I have many reasons why I am against this new technology. I believe that unless a person wants to share his or her emotions then nobody else has any business knowing what that person is feeling. My three main reasons why I am against this are because some people hide their emotions because they don't want other people to know about them, emotions are personal, and this new technology will invade the privacy of people.

Fist of all, I will be talking about my first reason that I am against the Facial Action Coding System. I am against it because some people hide their emotions so that way other people don't see them. Many people in the world like to keep their emotions to themselves. They do not like others to know how they feel, but with the new software it will be almost impossible for people to keep the emotions to themselves. In the caption underneath the picture of Mona Lisa, there is a sentence that says, ""Imagine being able to detect exactly how other people are feeling, even when they are trying to hide their emotions."" That sentence explains that this new software will be able to tell exactly how a person feels. No matter how hard the person is trying to hide their feelings they will no longer be able to fool anyone because of the Facial Action Coding System.

Second of all, I will talk about my second reason why I am against this new software. The second reason why I am against this software is because emotions are personal. They are not to be put out in the open all the time. When someone is experiencing negative emotions he or she may want to keep those personal feelings private. Paragraph 7 and 8 state that the face uses different muscles when fake smiling and real smiling. If a person is not happy and uses a fake smile then he/she is most likely indicating that he/she does not want to share his/her emotions with another individual. This software can detect which musles in the mouth are being used when smiling. This means that fake smiles will no longer fool someone who uses this software.

Last of all, I will be taking about my final reason that I am against this technology. This technology is an invasion of privacy towards people. The caption underneath the picture states that this software can detect exactly how a person is feeling. Imagine if this techonolgy was used on a student who had a lot a personal and private things going on in his/her life that made him/her not want to talk about his/her emotions, but then comes along a new software that can detect the emotions of a person. If this is used on that student then that student's private and personal emotions were just uncovered. What if that student didn't want people to know? It's too late now and that student feels worse because he or she did not want them to be known. Emotions and feelings will be detected without that person's consent too.

In my opinion, this new technology is not valuable when it is used to read the emotions of students in a classroom setting. I do not think that it should ever be used on a student, child, or even an adult. If a person feels that he/she wants to share the emotions he/she is feeling then he/she will tell someone. All and all I 100% disagree with this new software.                   ",F,4,2
5B54CC4A1EBA,"This technology should not be used in a classroom environment. This way of telling emotions is just telling your facial expressions but not judging your emotions on the inside.

The pronblem is that technology can't tell all emotions. sometimes people look mad or sad but are really happy, if the computer is just looking the expression on your face then its really not doing anything. ""Empathy (feeling someone else's emtional state) may happen because we unconsciously imitate another person's facial expression""(Ph9), when the author states this it shows that not all of our humanliy facial expressions give off our emotions. They have only tried this on a still frame pricture.

Emotions are not just expressions on a face but its also a feeling inside so if the computer can actually feel the way someone is feeling then this sort of technology could work. ""of course, most of us would have trouble actually describing each facial trait...""(Ph5), we have these troubles because we are notfeeling what they are feeling.

In all this would not be a good idea because the results would not be accurate. Emotions are like feelings and can't 100% told by a computer. The pricing on this all of this must be tremendous and if school do want this technology they would have to consider that aspect of the deal.",M,3,2
E04DC60DB4F5,"The Facial Action Coding System (FACS) technology created by Dr. Huang is revolutionary in its ability to understand human emotion. It uses anatomical science to read and identify the emotions portrayed on the face of its subject. This technology can be beneficial in many different aspects of human life and society. Although some would argue that facial recognition software is not beneficial in a classroom, the use of the Facial Action Coding System is incredibly valuable by helping the student's learning and understanding, better replicating human teachers, and allowing the student to express feeling even in online learning.

Technology has always been used to improve the education of students. Using the Facial Action Coding System could help many student's ability to understand the idea being taught. For instance, the text states that the program would be able to identify when a student is confused or even bored. The program could then change the lesson in order to further help the student's understanding of the subject being taught. The technology would be incredibly beneficial in this way.

The Facial Action Coding System could also help online instruction by allowing computers to better replicate human instructors. If the computer were able to know when a student was having trouble with a subject, it could offer more assistance with the student's learning, similarly to a human teacher. The lessons after this could also be affected in order to help the student's learning based on what the student was having trouble with previously. Online learning would become much more intuitive with FACS.

The Facial Action Coding System could also allow the student to better express themself during learning. In a setting where it is often difficult to convey complex messages quickly, the FACS could help a student immediately alert the program that they did not understand the taught material. This could be helpful to many students of online learning.

While the Facial Action Coding System is not being utilized yet, one day, it could be used to better the education of students. In doing this, many students would have greater opportunity in their futures. The Facial Action Coding System could revoluionize the education of students.",M,4,2
6D1D5D542E08,"The computer software is in schools would be a great thing for many different resons. The software could help the kids become more in volved in lerning,

It can release some stress on kids, and it can help its over all better grades within the class. The computer software can help people not just students in many ways.

First the computer software can help kids stay more interactive within school and help them stay focast at there task. with this software the computer can tell if you are getting board or unhappy, it will try and swtch things up to keep that student more ingaed in there work. This would make students enjoy learning and make them more focased at there work.

Another way the software can help is better grades when a student is more involved in school and enjoys learnign becaseu of how it is being taught will help grades rise. like it says in paragraf 6 ,""then it could modify the lesson, like an effective human instructor."" this showing that they can help students get more out of thre learning. meaning better schools to choose from when it comes of time. when your grades go up then your gpa then you will hopfully fined a good school when it comes of time. and this software can help you bring up your grades becaseu it hellps yoiu enjoy school more and teaches you in differnt ways that you like better then when you have a teacher and helps you get the best out of what you have learned. When you understand it releases stress and then you day is better.

A third thing this software can do is not just for students what about for people who sit at a office or what about people who work with computers this software can help them be more profincent and help them do better at there job and can help them get payed for somthing they like and do somthing that they would want to do. They would have a better emotion threw out there day.

All in all the software can be very usefull for students and people to make there days a lot better and have better emotions threwout there day and improve there days in all and this software is a great thing that should be implomented in everyday life to help everyone have better emotions.         ",M,3,2
0A869157413A,"In the article of making mona lisa smile,the author describes new technology. It show before the new technology and after the way mona lisa feels her emotions,it was how she was before the new technology and they can not fix it. But now because of the new technology is made. A pricess of the computer begins constructs a 3-D computer model of the face. Movement of one or more muscles are action unit. The new technology is relies on the work of psychologists by Dr. huang and Dr. paul Eckman. the coding was call action coding syste of six emothions. The technology can know if you happy or not and it can fix the problem. When you take a picture first raise your lips at the coners of your mouth. Second then squint your eyes slightly, to produce wrinkling of crow feet at the corners of your eyes. Thrid holding that ,raise the outer parts of your cheeks up,toward your eyes,It was how you look in the mirror,while taking a picture. Making a happy face in this experiment also make you feek slightly happy because according to the facial feedback theory of emothion,moving your facial muscles not only expresses emothions. It is a good way to make you more happy and for the others people by this new technology. This technology is good becuase it can make your emotions know and how to fix it. I think monalisa smile will make others people happy to because of the new technology effect.",M,1,1
7DB74230607D,"The value for this technology to read students' emotional expressions is a bad idea. Because then we would be in there faces every day trying toget them to feel better and what if they don't want help.

An example i could use is the fact that what if they have a blank expression and the technology doen't work. Then what would happen if they're anrgy with you because you don't leave them alone. Also we don't need this technology to tell what is wrong with our friends, like whats it says in paragraph 5 it says ""you can probably tell how a freind is feeling simply by the looking his or her face"". And another thing we do not need the software to get in people faces with. Iust cause Dr. Huang can tell your facial expression by a certain way we smile doesn't mean his soft ware will always be right.

In conclusion I think this software is not a great idea to do any thing for the human enviorment. Because we are just fine without this software update.        ",M,3,2
2CC445B54C45,"The FACS (Facial Action Coding System) has good and essential uses. The FACS could be used to identify what emotion the painting or drawing has. For example, the ""Mona Lisa"" painting could be a great example of why to use this system. I believe that the use of this technology to read the emotional exressions of students in a classroom could be valuable. In a way, the students can be learning at a way where the lesson will have their attetntion if it is interesting to them.

I agree that the FACS could help in a classroom with students and maybe even improve their way of learning. If the computer could see what facial expression the student has, the computer realizes the student gets bored then it might boost itself so that the lesson can becomoe interesting to the child. As I read the text called ""Making Mona Lisa Smile"" I understood the point the author was making. ""A classroom computer could recognize when a student is becoming confused or bored"", Dr. Huang predicts. I highly think there would be a change in the academic learning environment. According to the passage, ""Most human communication is nonverbal, including emotional communication"", meaning that the computers would also have to understand what the feeling is without actually communicating with the person.

Overall, I do agree with using the FACS in a classroom with students in a classroom to help the students and the learning environment. The computer system would read and determine what the emotion is by detecting how the muscles are behaving. Meaning that if most of the muscles are at rest, then the emotion would most likely be a resting face. If the professors are right abot their prediction, then we would see somewhat of a change. ",F,3,2
DD0C3F8C7002,In this article it was talking about how there is now a program that can read the known human emotions by useing a 3D model of whoever its trying to read. Like students in class it will be able toread their emotion in call and see if they are bored or unhappy with the lession that is going on. Also the evidence to back it up is that this program has read the emotion of Mona lisa with. Actual rates of her emotions but we could not use this program at home because it is way to complex for it also it uses the same technique that divinci used by using human anatomy which they said would be great for video games and video surgery. Which in the end will greatly increase childrens involement in the class room because. It will know what really gets the kids engaged into whatever the teacher may be teaching at the time.,M,2,1
BD11170C8B59,"i think that it could be used in class rooms so that way teachers and other students know what kind of mood the student is in so that way when they go to talk to someone they dont talk to somebody that is mad and the student that is mad say something rude to the person that is trying to be nice and just see how there day is going and i also think it can be usefule for students that are sad so that was school counseilers can talk to them and maybe see what is going on with the student maybe they are being bullied or maybe they just have some personal things going on at home so all around i just think that it can be usefule i mean im sure there would be times its not usefule because maybe people dont want to share there emotions with teachers but not only teachers but other students maybe they dont like people knowing there busness because i know a lot of people thats like that, that holds everything in and never talkes about there problems because they are scared or they dont want people to jude them witch i could understand that cause thats almost all anybody dose is juge and think that they are better or that they are perfict but there not but i do think that it can be usefulle.",M,2,1
235D30ADCCD1,"I am for the value of using this technology to read students emotional expressions. This would be a gret way of futher advancing techology by starting this on the students in the classroom. "" A classroom computer could recognize when a student is becoming confused or bored,"" Dr. Huang predicts. With this technology being able to read the emotionjs of the student, the it could be able to modify the lesson to further intrest the student. A computer that knows when youre happy, suprised, angry, disgusted, scared and sad sounds pretty cool, right? Most people would say so, this advancement in technology is amazing, but people may not be able to afford it. This would be great in classrooms because most teacher dont know that a child does not get the subject if the child does not say anything about it. With this technology we can help the children learn better and easier in the classroom.",F,2,1
A65A82E9C85D,"Some new computer softwar that recognize emotions. The software is the latest innovation from prof. New techology experts at developing better ways for humans and computers to communicate. But each expression is compared against a neutral face. But the computers can identify human emotions like happy, fearful, angry and sad.

The same technology can make computer-animated faces more expressive for video games or video surgery. To faces more expressive the can tell how the person feel sad, angey and happy. Also the video the people can play with friend in school or in online. When student are bored they can play video game and make their happy. The hospital use technology for video surgy. Most human communication is nonverbal, including emotional communication. so computer need to understand that, too.

imagine a computer that knows when you happpy or sad. Technology can make thing better but some technology can make thing worse.      ",M,1,1
CB2D608AA358,"In the article "" Making Mona Lisa Smile,"" the author starts off by saying the percentage of the different effects Mona Lisa has in her smile. He states that she's 83 percent happy , 9 percent disgusted, 6 percent fearful, and 2 percent angry. The use of the new technology called "" The facial action Coding System'' in my opinion does not tell you how your honestly feelings. There is no way the computer can see the way you are feeling , just by smiling at the screen does not mean that you are happy. People smile at the screen all the time and has different feelings. Weather the computer can determain how you feel the only person how actually knows how you feel is you and yourself only. A computer can not recognize the subtle facial movements we humans use to express how we feel. There is no way the computer will let you know how you feel , the article is basically saying that just be smiling or looking at the computer it can determine how you are feeling. Once getting to paragraph 3 it starts saying how the facial Action Coding System works they start off by telling us how the process begings, "" the process begins when the computer constructs a 3-D computer model of the face: all 44 major muscles in the model must move like human muscles."" From that sentance in the article it is basacilly saying how the computer has a 3-D sensor on it, and when placing your head infront of it it will scan your muscles and from there determine the way you are feeling. As humans we perform this same impressive ""calculation"" everyday. It is hard for a person to determine how ypu are feeling with just facial expressions , for example I could have a smile on my face but inside I could be feeling sad or mad and only I would know no one else. So the 3-D sensor they have on the computer to determine the way you are feeling is not true , a computer can never determine the way you are feeling it can never say that you are 5 percent happy and 90 percent sad , it does not work like that. Only you and you only know the way you are feeling and thats it. So no a computer can not determine the way you are feeling it can not determine the percent of nothing only you know how you feel and nothing else knows how you feel. ",F,2,1
9F73A77C612F,"In this article it talked a lot about how maybe schools could use computers to sensor a student's emotion of either getting bored or losing interest and to be able for the computer to change the lesson slightly to get the students attention, But do you think this would really work? In some cases yes it might work for some people, but definetly not everyone. Why? Because some students may have diformaties in their muscles in their face, facial piercings that could afftect they way the computer reads your emotion, or even just simply you face might be showing one expression but you may feel another way.

Not everyone in the world is same so it's really hard to make something like this that would benefit everyone. You also have to think about the cost of these computers, just think normal computers are already expensive, but ones that can read your emotion you can imagaine that those prices would be unbelievable.

As well as every student learns differently, so if the computer changes the way the lesson is being taught based off of your emotion when maybe the lesson is already clear to you, could make it harder on some students. So overall I believe that this product wouldn't be very successful due to a lot of the roadblocks in the way, especially with money involvment. ",F,2,1
1B1FBDE25C2C,"In my ophion, technology reading students emotional expressions is the dumbest thing ever and here is why.

First, the apps they are using just changes the student indivaully like you can not make someone be happy on a computer you can make them look happy they should not change someone for who they want them to be vs what they are. Second, you should not change a photo or use any edits because thats changing you and you should just be you if you dont smile thats okay dont let people judge you on how you look you should impress your self not somebody eles. Third, People today need to realize that changing someone in any type of way could hurt them even worse. Yes, messing with peoples emotion or sometimes trying to figure it out whats wrong with them can set off alot of things. Instead of making someone look happy people should talk to the person that is upset, trying to be there for them maybe thats all they need or tell them soemthing postive to brighten there day.

In Conclusion, I think changing someones pictures to make them look like they are happy is the wose idea ever because deep down they know they are, but do you just because someone makes and upset face dosnt always mean they are.",F,1,1
07F1180D7666,"Will this new technology to read students emotional expression be valuable yes , because it is hard for anybody to read anybodys mind or emotion because we dont know when a kid is going too come too school or even at home with a powerful rage.

Also, There is always somebody or a peer that has attitude problems or doesnt comprehend like everybody else does and thats normal not every teen or adult has that happy life everyone else has there's people that would kill for a natural teen or adult life.

.

therefore, and this device is the key to determine who is on edge and who has a attitude problem or who is bipolar and there moslikely 10% of students that wake up with as rainy like attitude not everyone wake's up happy they wish they could but they cant and thats no there fault but yes that device will help todays society especially with this generation of rapid attitude.

conclusion, of how this emotional literally device will help determine a teen or adults mood and yes it will its not like god gave us the power too read a human beings mind.                               ",M,2,1
69A813D1027B,"How amazing would it be if you were able to detect exactly how other people are feeling? It would be great, would it not? Well, with new software called the Facial Action Coding System, you are able to do just that. The use of this technology could be extremely valuable to students in a classroom.

This software has classified six basic emotions-happiness,surprise, anger, disgust, fear, and sadness. Having stated this, this software can inform teachers on how their students are feeling. In paragraph 6 of the article, it states, ""A classroom computer could recognize when a student is becoming confused or bored."" If teachers know exactly how their students are feeling, they can provide better aid. This is only possible if the Facial Action Coding System is implemented in schools.

Although, we can probably tell how a student is feeling simply by the look on their face, it is not as effective as using this software. Teachers do no have the time to be guessing how their students are feeling. It would waste too much time. If this technology would be implemented in schools, teachers would be able to help more students in a more efficient mannner.

The implementation of this technology in schools would be amazing, hands down. Not adopting this technology would be an ignorant choice. Knowing what students are struggling in would be made easy. Also, teachers would be able to provide aid to more students than before. Its benefits outweigh any negatives that might be present.              ",M,3,2
5547DA513B3E,"The use of technology to read emotional expressions of students in a classroom is valuable, it can detect the emotions of someone trying to hide their emotions, it can detect how you or someone else feels, and computers can find out if you like, hate, or confused about something.

If you smile when a web add apears on the screen of a computer a similar add will appear, but if you frown a different add could apear.

In a real smile the zygomatic major lift the corners of your mouth, but in fake smiles the mouth is streched sideways using the zygomatic major and the risorius.

It uses muscular action units to indicate the difference between a genuine smile and a forced smile.

With Facial Action Coding Systems people can see genuine or forced facial expressions, feeling of people with just their facial expression, and could allow computers to find out what you like or dislike.      ",M,2,1
1AD1F738D48B,"This technology would be useful in many ways. This technology could be very valuable, but it also could be too much for us to handle.

With technology like this it might make learning things online more interesting.

Imagine reading a boring documentory about a hero you are writing about for class, as you continue to read the article, a suggested website pops up with interesting facts about your person with more information.

Now you are more interested and the computer has done its job to change your feelings on this presentation.

We could use this technology to do many other similar things like that.

Maybe one day you are just down in the dumps and all these videos you are watching are just making you feel worse and even more bored than before.

Then a suggested video pops up and you are able to watch it and laugh and it was able to take your horrible day and turn it into just another good day.

These are the nice things this kind of technology can do for us.

Although you might think it is strange to have a computer know exactly how you are feeling when you sit down at in front of it.

There would never be a dull moment in front of the computer though.

Maybe you are just sitting around and you get bored and have nothing better to do so you get up and you make your way to the computer and play with the emotion detector just by making faces at your computer seeing if it can guess how you are feeling.

Technology is advancing quick, it is nothing like it used to be, but either you have to run with it or get ran over.

Things are changing fast we have to change with them.

This is why this technology is so valuable, we can use it in many ways even if its not important.

We can still get use out of it, so why not make it a thing? In the article it says ""She is 83 percent happy, 9 percent digusted, 6 percent fearful and 2 percent angry"" talking about the Mona Lisa painting.

Now you cant tell me that that is not cool at all.

Its pretty amazing what they can do with technology these days so we might as well adjust to it instead of push it away.

That is why we should be able to have technology like this.                                                            ",M,3,2
FC389DDB22E0,"The use of technology to read the emotional expressions of students in a classrom is valuable. The technology would help to see what a student is feeling. If a student is sad, a peer or tecaher can help them get through what they're going through. If a human can't read facial expressions that good, a computer can. Technology is a good source for reading students' emotions.

Technology could help an individual see what another individual is feeling. In the text it states that, ""Most human communication is nonverbal, including emotional communication,"" that's what the Facial Action Coding system is there for. If someone can't tell how their peer is feeling, they should use this technology. Computers are smart. Technology can tell how you're feeling. The Facial Action Coding System is a good way to communicate your emotions.

If a student is not in the best mood, a peer or a teacher can help them with what they're going through. ""Each expression is compared against a neutral face,"" humans can't tell what people are going through that wears a neutral face. The Facial Action Coding System reads all of your face muscles and movements. ""For example, if you smile when a Web ad appears on your screen, a similar add might follow,"" this tells the audience that computers can tell how you're feeling. Computers can read emotions better than humans.

If a human can't read facial expressions, a computer can. ""According to the Facial Feedback Theory of Emotion, moving your muscles not only expressed emotions, but may even help produce them,"" the Facial Action Coding System tells you to smile in a certain way and it may make you happy. An individual may look at another individual and mey think nothing's wrong when there really is something wrong. Computers are capable of uplifting your mood if you're sad. Humans aren't good at reading facial expressions.

Technology that can read your face in classrooms are valuable. You never know what a student is going through. That student or teacher may need somebody to comfort them. You can make somebody happier with this certain technology. Do you think people would be less sad if this technology was used?      ",F,4,2
56193E77BB71,"Every living thing on planet earth has emotions. These emotions have been used since the beginning of time to express the feelings of the people around you. However, these emotions can be decieving. Someone could say they are happy, when really they are angry or upset. This is where the Facial Action Coding System comes into play. The FACS is a software that detects human emotion by tracking muscles in the face. For example, when you are happy, muscles in your face move up, and when you are sad, they move down, FACS tracks this and calculates your emotions. The creators of this software, Prof. Thomas Huang and Prof. Nicu Sebe are the leading experts of developing better ways for humans and computers to communicate. There are still some questions surrounding the usefulness of FACS, like what could this software actually be used for? One of the ways FACS may be used is in classrooms. It may sound far fetched, but actually, FACS may be the best thing to come to schools because of its flexible learning and the ability to read the students.

In the education world, teachers are the backbone of the infestructure. Without teachers, the whole system would collapse. However, it may be hard for one teacher to connect with every student individually and make sure they are learning properly or if they are paying attention. This is where FACS comes in. In the article ""Making Mona Lisa Smile"", Dr. Huang talks about FACS in classrooms more in depth, ""'A classroom computer could recgonize when a student is becoming confused or bored,' Dr. Huang predicts. 'Then it could modify the lesson, like an effective human istructor.'"" With FACS, every child could essentially have a customized lesson plan exactly for their needs. This would make children more eager to learn because they begin to enjoy it. Besides the classroom, FACS could also be used in the school elsewhere. One of the other important areas this could be used is in counceling.

It is very hard for anyone to tell someone they are sad. This is especally true when they barely know the person they are talking to. This can be the case for school councelors and the children they are meeting with. FACS may be able to help. With FACS, the school could see if children are upset or scared. The school could also see how often these children feel this way. When a child is unhappy or scared, it is very unlikely that they are going to be doing their work at full capacity. If FACS could find these children that need help, they could be helped faster. This could also be used to find children being bullied. If the child is feeling scared around another student, or if a child is afraid of a classroom, they could be helped because FACS was able to read them. FACS may even be able to detect if a child is afraid of leaving school. With FACS, it's like every child in school has someone that is looking out for them, even if no one else is. It may be true that some children might not want people to know about this, that they may want to hide it. However, it is never healthy to hide such strong emotions, especally if there are people around you willing to help.

With the constant evoultion of the way we learn, its not suprising that something like FACS was created. Emotions have been with everything living since the beginning of time. Before FACS, it was suprisingly difficult to read these emotions in people. Such a crucial part of our everyday lives could be easily hidden away by a fake smile or a theatre tear. But now that there is FACS helping out, looks are no longer decieving.",M,5,3
86D7A5AD7C96,"I would not think having the Facial Action Coding System in a classroom is valuable. The fact that not alot of people want others to know how they feel . Especally teens these days. Teenagers hide alot of emotions for multiple reason. Simply because it can lead to alot of questioning about their life. Not everyone would want people to know what goes on in their life that makes them depressed or sad.

Eckman classified 6 basic emotions - happiness, suprise , anger, disgust, fear and sadness. Why would anyone want anyone else to know if they'er sad or disgusted? What if you was talking to some one and they had an awful smell . Then , the Facial Action Coding System just show how disgusted you are. That would not only hurt the other person's feelings but make you feel mean.

Dr. Huang noted ""Most human communication is nonverbal, including emotional communication,"" ""So computer need to understand that , too"" . Most human are nonverbal because they chose not to be. Not every one just want to sit not and talk about their feelings. Also, Dr. Huang noted , ""So computers need to understand that , too. Understand what? How might a computer understand? Computers are not humans , they should not have the need to understand anything from a human. That how people these days get so attached to technology. Technology is simply taking over the world and people minds set.

So therefore , i would not think having a the Fscicsl Action Coding Systen in a classroom is valuable.   ",F,3,2
FAF28CA70259,"I belive that the technology can be some what invaled because you cant excatly tell how a person thinks or feels because they could be sad on the inside but show a nuteral face on the outside or, they could be crying but while crying but crying tears of joy .How could a computer tell you the way that someone feels if they could feel a totaly diffrent way. A way a person looks on the outside may not be the way that they are feeling on the inside a computer is not a person it doesnt have emotions so how excatly could it telll what the emotions of another person or how they are feeling at the time . I dont belive that many people can tell the diffrence of a fake smile or a real smile so let alone how can a computer tell the diffrence between a fake or real smile because people think im happy alot. I usally fake my smile because i am sad on the inside but i look happy on the outside. With me saying that just by looking at a person can be deciving because you never know how the person excatly feels or what is going on in there head so therefore i belive that the facs can not tell a persons emotions.",F,2,1
